title,Category,"price(""$"")",7-day sales,total_sales,total_reviews,7-day reviews,total_favorites,7-day favorites,tags,Ship From,release time,Best Seller,Etsy pick,Raving,store name,product_url
Personalized Baby Girl Bib|Embroidered Baby Bib|Monogrammed Baby Girl Bib|Custom Baby Girl Bib|Baby Girl Gift|Baby Shower Gift|Ruffle Bib ,Bath & Beauty > Baby & Child Care > Bibs & Burping,12.99,0,47,6,0,148,42,"girl embroidery,custom baby bib,embroidered baby bib,monogrammed baby bib,baby shower gift,baby girl gift,drool bibs,personalized bib,new mom gift,new baby gift,muslin bib,ruffle bib,custom muslin bib",United States,2023-08-18,yes,no,no,LilyBelleGoods,https://www.etsy.com/listing/1546879709/personalized-baby-girl-bibembroidered
