title,Category,"price(""$"")",7-day sales,total_sales,total_reviews,7-day reviews,total_favorites,7-day favorites,tags,Ship From,release time,Best Seller,Etsy pick,Raving,store name,product_url
TEMPLATE ONLY - Bat Cowl 2023 ,Accessories > Costume Accessories > Masks & Prosthetics > Masks,7.0,4,265,44,1,298,8,"bat,dc,superhero,mask,cowl,helmet,flash,keaton",United States,2023-06-01,yes,no,no,PropWay,https://www.etsy.com/listing/1479767682/template-only-bat-cowl-2023
"Hair Clip Blank Trio, Leather Hair Clip Set Design, Digital Laser File, Hair Clip Design SVG File, Claw Clip Design, Instant Download ",Accessories > Hair Accessories > Barrettes & Clips,5.0,2,256,36,0,243,5,"Laser Cut File,Instant Download,Glowforge Designs,Claw Clip,Hair Clip Design,Hair Clip Template,Claw Clip Design,Leather Claw Clip,Leather Hair Clip",United States,2023-05-25,yes,no,no,CirrusLeeCuteDesigns,https://www.etsy.com/listing/1475288880/hair-clip-blank-trio-leather-hair-clip
"Aztec Cow Skull Hair Clip, Leather Hair Clip Set Design, Digital Laser File, Hair Clip Design SVG File, Claw Clip Design, Instant Download ",Accessories > Hair Accessories > Barrettes & Clips,5.0,1,179,19,0,177,3,"Laser Cut File,Instant Download,Glowforge Designs,Claw Clip,Hair Clip Design,Hair Clip Template,Claw Clip Design,Leather Claw Clip,Leather Hair Clip",United States,2023-03-30,yes,no,no,CirrusLeeCuteDesigns,https://www.etsy.com/listing/1436046950/aztec-cow-skull-hair-clip-leather-hair
"Tooled Leather Hair Clip, Leather Hair Clip Set Design, Digital Laser File, Hair Clip Design SVG File, Claw Clip Design, Instant Download ",Accessories > Hair Accessories > Barrettes & Clips,5.0,1,182,22,0,196,3,"Laser Cut File,Instant Download,Glowforge Designs,Claw Clip,Hair Clip Design,Hair Clip Template,Claw Clip Design,Leather Claw Clip,Leather Hair Clip",United States,2023-03-26,yes,no,no,CirrusLeeCuteDesigns,https://www.etsy.com/listing/1447433201/tooled-leather-hair-clip-leather-hair
"Boho Retro Third Grade Sign, First Day of Third Grade Girl Sign, Printable School Sign Groovy Peace Daisy, Instant Download GGR3 ",Accessories > Baby Accessories > Children's Photo Props,4.95,0,57,7,1,36,0,"Back To School Sign,Sign for School,Girl Sign,First Day Sign,First Day of School,Groovy First Day,Hippie Retro Sign,Peace Sign,Daisy Smiley face,Third Grade Sign,1st day Third Grade,Retro 70's,Girl 3rd Grade",United States,2023-07-09,yes,no,no,SwankyDesignCo,https://www.etsy.com/listing/1519474617/boho-retro-third-grade-sign-first-day-of
"90s Characters 30oz Skinny Straight Tumbler Design, Non Seamless Sublimation Wrap, Digital Download, JPG ",Accessories > Patches & Pins > Pins & Pinback Buttons,1.2,0,39,6,0,52,0,"Lisa Frank,Lisa Frank Tumbler,Tumbler 30oz,Tumbler Design,Lisa Frank Digital,Lisa Frank Download,Lisa Frank File,Tumbler,Tumbler Digital,Tumbler Download,Tumbler PNG,Tumbler JPG,Frank Tumbler",United States,2023-06-29,yes,no,no,MoonPixelz,https://www.etsy.com/listing/1513491291/90s-characters-30oz-skinny-straight
Miles Prowler Helmet 3D Print File STL ,Accessories > Costume Accessories > Masks & Prosthetics > Masks,20.0,0,0,8,2,371,17,"Prowler,Prowler mask,Prowler helmet stl,prowler costume,miles prowler mask,miles prowler,spiderverse,mile prowler costume,miles morails",United States,2023-07-06,yes,no,no,YoshStudios,https://www.etsy.com/listing/1503712528/miles-prowler-helmet-3d-print-file-stl
"Baseball SVG, Baseball Team SVG, Home Run SVG, Baseball Base, Home Plate, Baseball Design, Baseball, Personal Use Only ",Accessories,2.54,0,0,6,0,127,11,"team logo,sport design,baseball,baseball team,baseball design,baseball logo,baseball ball,baseball mom,baseball dad,baseball SVG,Baseball Ball SVG,home plate,home base",United States,2023-06-02,yes,no,no,SmallTownNEcreations,https://www.etsy.com/listing/1494480327/baseball-svg-baseball-team-svg-home-run
