title,Category,"price(""$"")",7-day sales,total_sales,total_reviews,7-day reviews,total_favorites,7-day favorites,tags,Ship From,release time,Best Seller,Etsy pick,Raving,store name,product_url
Personalized Hand Embroidered Felt Backing Corner Bookmark - 26 Letters and 4 Seasons - Felt Triangle Page Stitched Corner Bookmark ,"Books, Movies & Music > Books > Book Accessories > Bookmarks",4.49,186,270,76,54,357,105,"handmade bookmark,Embroidery Bookmark,Gift for Her,Notebook Decoration,Christmas gift,Birthday gift,Embroidery Book,custom bookmarks,book lovers decor,bookmarks,bookmark,Personalized gift,corner bookmark",United States,2023-08-17,yes,no,no,EVERYBLE,https://www.etsy.com/listing/1546341881/personalized-hand-embroidered-felt
Choose Your Fate Vol. VII Sexy Launch / Reader Tarot Cards / Good Girl Dirty Talker Daddy Crawl One Night Stand Friends with Benefits Eyes ,"Books, Movies & Music > Books > Book Accessories > Bookmarks",14.0,0,3,0,0,35,0,"reader tarot card,romance tarot card,tarot card,lylajuneco,Lyla June co,crawl,eyes on me,one night stand,minimalist art tarot,the daddy,the good girl,the dirty talker,friends with benefit",United States,2023-09-08,yes,no,no,lylajuneco,https://www.etsy.com/listing/1547979190/choose-your-fate-vol-vii-sexy-launch
"Blind Date with a SPOOKY Book | Choose from Horror, Thrillers, Mystery, and More | Bookish Gifts | Halloween Scary Chilling Spooky Season ","Books, Movies & Music > Books > Literature & Fiction",19.98,0,32,0,0,95,0,"blind date book,book gifts,mystery book,bookish,secret book,thriller books,lemon honey co,book lover gift,horror book,spooky book,halloween book,choose a book",United States,2023-09-02,yes,no,no,LemonHoneyCrafts,https://www.etsy.com/listing/1543319648/blind-date-with-a-spooky-book-choose
