title,Category,"price(""$"")",7-day sales,total_sales,total_reviews,7-day reviews,total_favorites,7-day favorites,tags,Ship From,release time,Best Seller,Etsy pick,Raving,store name,product_url
"Zodiac Birth Sign Choker Necklace, Constellation Star Sign Jewelry, Wedding bridesmaid Proposal, Flower Girl Gift for Her, Birthday Gift ",Jewelry > Necklaces > Pendant Necklaces,19.98,49,269,44,7,500,61,"zodiac necklace,zodiac choker,constellation star,star sign jewelry,wedding bridesmaid,bridesmaid proposal,wedding proposal,flower girl gift,gift gift,gift for her,birthday gift,zodiac birth sign,birth sign choker",United States,2023-02-14,yes,no,no,DarlingJewelryStudio,https://www.etsy.com/listing/1416882263/zodiac-birth-sign-choker-necklace
"Personalised Tag Initial Necklace, Personalized Dainty Initial Name Tag Necklace | Custom Engraved Pendant on Cable Chain Jewelry | Engrave ",Jewelry > Necklaces > Chains,19.6,48,133,22,2,205,33,"Dainty Initial Tag,Custom Engraved,Letter Pendant,Personalized Jewelry,Gold Necklace,Customizable Charm,Fashionable Jewelry,initial necklace,gift for mom,caitlynminimalist,initial pendant,Personalized Engrave,dainty engrave charm",United States,2023-05-27,yes,no,no,JWLGANG,https://www.etsy.com/listing/1490778013/personalised-tag-initial-necklace
To My Mother on My Wedding Day Bride Mom Gift for Mother of The Bride Gift from Daughter Diamond April  Mothers day bracelet Wedding Jewelry ,Weddings > Jewelry > Earrings,17.5,48,497,117,14,421,56,"To My Mother,on My Wedding Day,Bride Mom Gift,for Mother,of The Bride,Gift from Bride,Mother Gift,Necklace Gift,Wedding Gift,Jewelry Gift,Mother of Bride Card,Diamond Necklace",United States,2023-03-29,yes,no,no,redcarnationdesign,https://www.etsy.com/listing/1435411244/to-my-mother-on-my-wedding-day-bride-mom
"Crystal Gemstone Point Pendants - HUGE CHOICE - Wire Wrapped, Spiral, Diamond or Natural Crystal Gemstone Pendants (Crystal Pendant Jewelry) ",Jewelry > Necklaces > Pendant Necklaces,7.45,48,230,54,8,537,76,"Crystal Pendant,Crystal Jewelry,Gemstone Pendant,Amethyst Pendant,Rose Quartz Pendant,Clear Quartz Pendant,Moonstone Pendant,Tourmaline Pendant,Obsidian Pendant,Carnelian Pendant,Opalite Pendant,Angelite Pendant,Lepidolite Pendant",United States,2023-06-29,yes,no,no,Worldincensestore,https://www.etsy.com/listing/1498688954/crystal-gemstone-point-pendants-huge
"18k Gold Dipped Cowboy Cowgirl Boots Pendant Necklace, Western Charm Texan, Silver Chain, Dainty Minimalist, Layering, Bridesmaid, Fine Gift ",Jewelry > Necklaces > Charm Necklaces,29.5,47,90,16,2,313,50,"gold dipped,boots necklace,cowboy boots,cowgirl boots,cowgirl necklace,texas boots,Western charm,Gift for cowgirls,texas boots necklace,Cowboy boots pendant",United States,2023-06-08,yes,no,no,IslaFlora,https://www.etsy.com/listing/1484520770/18k-gold-dipped-cowboy-cowgirl-boots
Hoop Earrings /Cartilage Hoop earrings /  Barbell Screw / Stud /  Bags Screw /  Barbell Screw / 925 Silcer Stud / Piercing Hoop Ring ,Jewelry > Earrings > Stud Earrings,14.85,47,223,46,5,1813,164,"Tragus hoop,hoop earring,tragus stud,helix hoop,tiny huggie hoop,cute earrings,Cartilage Hoop,Huggie Hoop Earrings,stud earring,925 stud,small hoop earring,Screw Back Earrings,Piercing Hoop Ring",United States,2023-05-01,yes,no,no,MOMOOJEWELRY,https://www.etsy.com/listing/1458728238/hoop-earrings-cartilage-hoop-earrings
"Personalized Mrs Ring Dish, Wedding Ring Holder, Gift for Bride, Wedding Gift for Her, Engagement Gift, Bridal Shower Gift, Anniversary Gift ",Jewelry > Jewelry Storage > Ring Dishes,8.97,45,159,35,11,154,34,"Engagement Present,Wedding Ring Tray,Engagement Ring Dish,Custom Bride Gift,Wedding Gift,Anniversary Gift,Bridal Shower Gift,Wedding Present,Mrs Ring Dish,Wedding Ring Holder,Gift for Couple,Gift for Bride,Bachelorette Gift",United States,2023-07-29,yes,no,no,LoveSuna,https://www.etsy.com/listing/1518908872/personalized-mrs-ring-dish-wedding-ring
"Certified D Color VVS1 Moissanite Solitaire Stud Earrings Skewbacks 14K Gold Earrings With GRA , 925 silver earrings GRA ",Jewelry > Earrings > Stud Earrings,27.0,44,995,334,11,1709,45,"minimalist earrings,cartilage jewelry,multiple piercing,dainty earrings,delicate earrings,tragus piercing,gold stud earrings,tiny gold stud,14k gold earrings,screw back earrings,childrens earrings,Moissanite earrings,GRA earrings",United States,2023-01-31,yes,no,no,PerluxGold,https://www.etsy.com/listing/1406509431/certified-d-color-vvs1-moissanite
"Birth Flower Signet Ring, Birth Flower Gift, Birth Month Flower Jewelry, 14k Gold Signet Ring, Gift For Mom, Personalized Gifts, AU 56 ",Jewelry > Rings > Statement Rings,21.0,44,841,130,19,4601,610,"Birth Flower Ring,Birth Month Flower,Birth Flower Gift,Gift For Her,Signet Ring,Birthday Gift,Flower Ring,Birth Flower Jewelry,14k gold,Gift For Mom,sterling silver ring,gold filled ring,Personalized Gifts",United States,2023-05-25,yes,no,no,Funufco,https://www.etsy.com/listing/1475448406/birth-flower-signet-ring-birth-flower
Silver Cross Flower Bracelet-Handmade Luxury Bracelet-Unique Gothic Bracelet-With Cross Inspired Chrome Hearts Style Design-Unique Gift ,Jewelry > Bracelets > Bangles,21.57,44,307,48,3,1508,130,"chrome hearts,chrome hearts ring,chrome heart,hypebeast decor,dior,designer bracelet,chrome hearts chain,opium,Gothic Bracelet,Cross Bracelet,Punk Bracelet,Religious Bracelet,Tombstone Bracelet,light luxuryBracelet,cross flowernecklace,Hip Hop Bracelet,Handmade Bracelet,halloween gift",United States,2023-06-27,yes,no,no,bulinggiftss,https://www.etsy.com/listing/1511932231/silver-cross-flower-bracelet-handmade
"Mustard seed necklace, Mountain Necklace,Encouragement gift, Mustard seed jewelry, Faith necklace, Christian jewelry, Miscarriage gift GODis ",Jewelry > Necklaces > Pendant Necklaces,15.6,44,450,101,5,868,23,"mustard seed,mustard seed jewelry,christian jewelry,christian,christian necklace,christian gifts,religious gifts,faith,religious jewelry,mustard seed gifts,real mustard seed,inspirational gift,miscarriage gift,faith jewelry,womens necklace,gift for her,encouragement gift,thinking of you,friendship gift",United States,2022-11-29,yes,no,no,WhiteCarnationDesign,https://www.etsy.com/listing/1357568065/mustard-seed-necklace-mountain
"Personalized Wedding Gift, Minimalist Ring Dish with Initials and Date, Bridal Shower Gift, Engagement Gift, Wedding Gift for Couple ",Jewelry > Jewelry Storage > Ring Dishes,8.97,44,367,73,6,222,18,"Wedding Gift,Ring Dish,Bridal Shower Gift,Engagement Gift,Gift for Couple,Anniversary Gift,Jewelry Dish,Minimalist Ring Dish,Gift for Bride,Monogram Gift,Ring Holder,Jewelry Display,Gift for Her",United States,2023-06-04,yes,no,no,LoveSuna,https://www.etsy.com/listing/1496066615/personalized-wedding-gift-minimalist
Eras Tour Friendship Bracelets | Eras Tour | TS Bracelet |Taylor Swift Eras Tour Bracelets | Custom Name Beaded Bracelet | Beaded Bracelet ,Jewelry > Bracelets > Beaded Bracelets,4.9,44,1327,350,60,1114,34,"friendship bracelet,swiftie bracelet,eras tour,Reputation,karma,Lover,Anti Hero,Midnights,Red,Speak Now,Evermore",United States,2023-05-27,yes,no,no,MultiBracelet,https://www.etsy.com/listing/1476958738/eras-tour-friendship-bracelets-eras-tour
NEW ‣ BEATTI Threadless Insertion Pin  • 18G 316L Steel • Flat Back Post Tracker • Easy Jewelry Insertion Tool ,Jewelry > Body Jewelry > Nose Rings & Studs,6.16,43,724,98,14,895,78,"insertion tool,Cartilage Piercing,piercingtool,piercingguide,Threadlesspin,threadlessinsertion,18gtaper,16gtaper,cartilgepiercing,piercingtaper,Piercingpin,Piercing Insertion",United States,2023-06-27,yes,no,no,Beatti,https://www.etsy.com/listing/1497367752/new-beatti-threadless-insertion-pin-18g
Custom Dog Necklace - Personalized Cat Necklace - Pet Necklace with Name - Animal Pet Memorial Gift - Gift for Pet Lover - Pet Loss F75 ,Jewelry > Cremation & Memorial Jewelry,24.5,43,867,157,11,1979,22,"dog necklace,pet necklace,animal necklace,dog name necklace,personalized gift,custom pet gift,memorial gift,memorial pet gift,name necklace,gift for her,christmas gift,custom pet jewelry,cat name necklace",United States,2023-01-27,yes,no,no,MackenzieTreasury,https://www.etsy.com/listing/1389327592/custom-dog-necklace-personalized-cat
