title,Category,"price(""$"")",7-day sales,total_sales,total_reviews,7-day reviews,total_favorites,7-day favorites,tags,Ship From,release time,Best Seller,Etsy pick,Raving,store name,product_url
NEW!! 5mm 14k Gold Filled Accent Bead Heishi Bracelet | Personalized Name Bracelets | Custom Beaded Bracelets | Name Bracelet | Heishi ,Jewelry > Bracelets > Beaded Bracelets,11.0,1,60,21,1,54,3,"Heishi bracelet,name bracelet,boujee beads,bff gifts,Heishi bracelets,gold filled bracelet,custom bracelets,beaded bracelets,gifts under 15,Womens bracelets,personalized bracele",United States,2023-06-16,yes,no,no,CharlestonCharmed,https://www.etsy.com/listing/1490323630/new-5mm-14k-gold-filled-accent-bead
"14K Solid Gold Oval Cut Moissanite Engagement Ring / 1, 1.5, 2 CT Solitaire Promise Ring / Oval Solitaire Moissanite Ring for Women ",Jewelry > Rings > Wedding & Engagement > Engagement Rings,178.4,1,105,7,0,165,13,"solitaire ring,1ct engagement ring,14k solid gold ring,moissanite ring,solitaire moissanite,platinum engagement,14k engagement ring,14k moissanite ring,oval engagement,oval moissanite,1ct oval cut ring,oval diamond ring,14k oval shape ring",United States,2023-04-13,yes,no,no,MelioneJewelry,https://www.etsy.com/listing/1460522945/14k-solid-gold-oval-cut-moissanite
Acrylic School Spirit Earrings ,Jewelry > Earrings > Dangle & Drop Earrings,15.0,1,110,13,1,130,3,"acrylic earrings,school spirit,spirit earrings,custom earrings,spirit wear,school mascot,earrings,acrylic,laser",United States,2023-01-24,yes,no,no,SimplyMagicCompany,https://www.etsy.com/listing/1387038214/acrylic-school-spirit-earrings
"Personalized Gift, Initial Necklace, Silver Necklace, Gold Necklace, Gift for her, Gift for mom, Dainty necklace, Necklaces for Women,Letter ",Jewelry > Necklaces > Pendant Necklaces,24.0,1,206,48,3,804,56,"charm necklace,jewelry,gift for mom,silver necklace,gifts for her,handmade jewelry,personalized gifts,necklaces for women,gold filled necklace,letter necklace,initial necklace,gold necklace,Bridesmaid gifts",United States,2023-04-03,yes,no,no,TheJewelryStandard,https://www.etsy.com/listing/1453075817/personalized-gift-initial-necklace
Birthstone Initial Tag Necklace by Caitlyn Minimalist • Custom Letter Necklace in Box Chain • Birthstone Jewelry • Mom Gift • NM83bNIF33 ,Jewelry > Necklaces > Pendant Necklaces,28.0,1,49,24,4,283,22,"CAITLYN MINIMALIST,NAME NECKLACE,INITIAL NECKLACE,GIFT FOR HER,PERSONALIZED GIFTS,LETTER NECKLACE,ENGRAVED NECKLACE,CUSTOM NECKLACE,MOM GIFT,BIRTHSTONE JEWELRY,BIRTHSTONE NECKLACE,DAINTY NECKLACE,CHARM NECKLACE",United States,2023-03-01,yes,no,no,CaitlynMinimalist,https://www.etsy.com/listing/1428175087/birthstone-initial-tag-necklace-by
"Engraved Watch, Personalized Gift for Men, Personalized Watch, Wooden Mens Watch, Watches for Men, Gift for Him, Anniversary Gift ",Jewelry > Watches > Wrist Watches,29.99,1,153,12,0,139,4,"Wooden Watch him,Mens Watch for man,Wood Watch  from her,gifts gift,Watches for Men,Wooden Watch for Him,Engraved Watch,Personalized Gift,Gift for Him,Mens Dad Father,Anniversary Gift,fathers day gift,Monogrammed Custom",United States,2023-02-26,yes,no,no,PremiumGiftsUS,https://www.etsy.com/listing/1426001265/engraved-watch-personalized-gift-for-men
"Custom pet name bracelet, dog mom gift, cat name stone bracelet, paw beaded dog name bracelet, pet jewelry, bone bracelet, animal lover gift ",Jewelry > Bracelets > Beaded Bracelets,13.99,1,143,20,1,74,7,"dog name bracelet,name stone bracelet,custom dog name,dog bone bracelet,pet lover gift,dog lover gift,pet loss bracelet,memorial gift idea,personalized dog,dog remembered,veterinarian gift,doodle mom,custom bead name",United States,2023-04-25,yes,no,no,AnitasStitches,https://www.etsy.com/listing/1454361144/custom-pet-name-bracelet-dog-mom-gift
"Engraved Custom Necklace for Men, Custom Minimal Necklace, Couples Jewelry Gift, Personalized Engraved Necklace, Roman Numeral Year Jewelry ",Jewelry > Necklaces > Pendant Necklaces,29.33,1,89,8,0,115,6,"Anniversary Gift,coordinates necklace,engraved necklace,laser engraved,couples gift,gifts for him,boyfriends gifts,silver bar necklace,coordinate jewelry,Date Necklace,Gold Number Necklace,Necklace for Men,Christmas Gift",United States,2023-02-24,yes,no,no,OnzeJewellery,https://www.etsy.com/listing/1409978928/engraved-custom-necklace-for-men-custom
Oval Cut Moss agate Engagement Ring Leaf Promise Ring 14k 18K Solid Gold Nature Inspired Art Deco Ring Statement Ring Personalized Jewelry ,Jewelry > Rings > Wedding & Engagement > Engagement Rings,90.84,1,135,15,0,1540,119,"jewelry,ring,engagement ring,moss agate ring,promise ring for her,14k gold ring,art deco ring,Nature Inspired,natural moss agate,Personalized Jewelry,cluster ring,anniversary gifts,leaf ring",United States,2023-05-23,yes,no,no,VictoriaByder,https://www.etsy.com/listing/1474004936/oval-cut-moss-agate-engagement-ring-leaf
Easter Necklace | 24 HR SHIPPING | Full of Color Beads Name Necklace | Name Necklace | Easter Gift | Kids Name Necklace Easter Basket Gift ,Jewelry > Necklaces > Beaded Necklaces,14.0,1,405,69,0,194,2,"name beads necklace,beads name necklace,color beads necklace,beaded name necklace,color bead letters,color beads name,color beads choker,bright color beads,color letter beads,color name beads,color word beads,bright beads name,colorful beads name",United States,2023-02-11,yes,no,no,BluOliveDesigns,https://www.etsy.com/listing/1400537170/easter-necklace-24-hr-shipping-full-of
"Sterling silver Daughter-in-law bracelet, Daughter-in-law Gifts, Daughter-in-law birthday Gifts, Daughter-in-law necklace, Daughter-in-law ",Jewelry > Bracelets > Charm Bracelets,27.74,1,118,18,2,66,3,"jewerly,Necklaces,pendants,Daughter-in-law,wedding gift,soon to be bride,gift necklace,Daughter-in-law gift,bracelet,daughterlaw birthday,daughterlaw necklace",United States,2023-04-22,yes,no,no,UpLoveGifts,https://www.etsy.com/listing/1452371686/sterling-silver-daughter-in-law-bracelet
"Tiny Leaves Cubic Zirconia Bridesmaid Earrings, Flower Girl, bridesmaid Jewelry Gift ",Weddings > Jewelry > Earrings,13.6,1,39,29,0,162,7,"Cubic Zirconia,CZ Drop Earrings,wedding earrings,Maid of honor,bridesmaid gift,Bridesmaid jewelry,Bridesmaid Earrings,Bridesmaid,Gift,Leaves,Leaf,Tiny",United States,2023-03-11,yes,no,no,JJBridalCollection,https://www.etsy.com/listing/1435986919/tiny-leaves-cubic-zirconia-bridesmaid
"Custom Medical Alert Bracelet for Men Women Waterproof Emergency Medical Alert ID Sport Bracelets Jewelry Personalized Gifts for Him,for Her ",Jewelry > Bracelets > ID & Medical Bracelets,18.39,1,117,15,0,82,5,"Bracelet for Men,Medical Bracelet,Alert ID Bracelets,allergy bracelet,diabetic bracelet,medical ID bracelet,type 1 diabetes,Sport Bracelet,custom id bracelet,bracelet gift men,medical jewelry,Custom Medical Alert,MedicalAlertBracelet",United States,2023-04-12,yes,no,no,GemeJewel,https://www.etsy.com/listing/1445385508/custom-medical-alert-bracelet-for-men
Marquise Birthstone Ring by Caitlyn Minimalist • Dainty Birthstone Ring • Delicate Wedding Ring • Perfect Gift For Her • RM100 ,Jewelry > Rings > Stackable Rings,22.05,1,83,63,5,1102,101,"CAITLYN MINIMALIST,BIRTHSTONE RING,GEMSTONE RING,CUSTOM RING,CRYSTAL RING,PERSONALIZED GIFT,MARQUISE RING,GOLD RING,WEDDING RING,ENGAGEMENT RING,ANNIVERSARY GIFT,GIFT FOR MOM,GIFT FOR HER",United States,2023-04-05,yes,no,no,CaitlynMinimalist,https://www.etsy.com/listing/1440405970/marquise-birthstone-ring-by-caitlyn
