title,"price(""$"")",7-day sales,total_sales,total_reviews,7-day reviews,total_favorites,7-day favorites,tags,Ship From,release time,Best Seller,Etsy pick,Raving,store name,product_url
"NEW Shipment   1 Large Silk Embroidered Or Sequined Roll, Used Vintage Fabric,  Several Patterns, READ Description ",13.2,0,39,15,1,131,3,"sari ribbon,sari silk ribbon,silk ribbon,silk rolls,sequined ribbon,silk brocade,embroidered ribbon,jewelry ribbon,altered journals,journal ribbon,gypsy ribbon,knitting,crochet",United States,2023-04-12,yes,no,no,VictorianGypsygirl,https://www.etsy.com/listing/1459812427/new-shipment-1-large-silk-embroidered-or
Marines- United States-Military-Digital File-svg-png-jpg-dxf ,2.99,0,44,12,1,85,10,"Unitedstates,marines,freedom,america,military,digital file,svg,png,dxf",United States,2023-06-23,yes,no,no,SvgFileWorld,https://www.etsy.com/listing/1509078083/marines-united-states-military-digital
Antique and vintage lace and trim grab bag ,10.0,0,0,58,5,362,25,"French Vintage lace,antique lace,French lace,made in France,trims and lace,lace crafts,antique trims,European lace",United States,2023-06-16,yes,no,no,1924linensandmore,https://www.etsy.com/listing/1504544247/antique-and-vintage-lace-and-trim-grab
Antique sheet's hand-woven linen fabric by yard ,6.0,0,0,12,0,79,8,"Antique linens,hand made linens,vintage sheet,antique linen fabric,vintage linen fabric",United States,2023-06-24,yes,no,no,1924linensandmore,https://www.etsy.com/listing/1495621580/antique-sheets-hand-woven-linen-fabric
Hamilton Vintage letterpress letter blocks / Monogram press letters / Newspaper type blocks / Industrial letters / Antique letterpress ,2.0,0,88,26,0,29,7,"metal letters,letter blocks,letterpress cards,vintage letters,vintage letterpress,vintage print blocks,antique letters,print block letters,letterpress type,printing blocks,letterpress font,letter number symbol",United States,2023-06-23,yes,no,no,EchoSixDesigns,https://www.etsy.com/listing/1494858480/hamilton-vintage-letterpress-letter
"Set of miniature antique doilies, lace inserts ",5.0,0,153,50,6,199,17,"Doll house,Miniature doilies,Miniature craft,Lace inserts,Antique lace,Wedding favors,Card making,Scrapbooking,Journal making,Junk journal supply,Antique lace insert,Adorable lace",United States,2023-06-13,yes,no,no,1924linensandmore,https://www.etsy.com/listing/1488501610/set-of-miniature-antique-doilies-lace
"1960s Jiffy Tablecloth Dress Vintage Sewing Pattern 8129, 34-36 inch bust, digital download pattern -  PDF ",6.37,0,0,15,0,1780,77,"sewing pattern,vintage sewing,vintage pattern,retro sewing,retro sewing pattern,digital pattern,60s,simplicity 8129,jiffy dress,tiktok,tablecloth,8129",United States,2023-04-18,yes,no,no,PeachyKeenProper,https://www.etsy.com/listing/1449426346/1960s-jiffy-tablecloth-dress-vintage
